33	michael moore and cnn's sanjay gupta argue over report on moore's new documentary "sicko '' moore criticizes gupta's report on america 's health care system. gupta says the movie suggests health care in other countries is free. moore says gupta aired the facts wrong in his report on cnn.
34	 french foreign minister bernard kouchner has a reputation for challenging convention and authority. he has warned france to prepare for the possibility of war against iran over its nuclear program.   he is a humanitarian as well as a patriot with a strong commitment to human rights. he is the first french minister to visit iraq since 1988    his words are in line with france's new high-profile style under sarkozy.
35	chelsea waiting on fitness of john terry ahead of champions league match with valencia on wednesday. center-back suffered a broken cheekbone and underwent surgery on sunday. frank lampard has been ruled out of the match with a thigh injury for chelsea. terry trained with a face mask after breaking his cheekbone in match with fulham.
36	dems appear to be wavering on resolution calling turkey's treatment of armenians genocide. turkey has threatened to block access to incirlik air base in southern turkey. base is a major resupply center for u.s. operations in iraq and asia. pentagon preparing to set up new supply routes for iraq troops if turkey cuts off access. turkey calls the killing of armens by turks in world war i genocide.
37	political and issue-advocacy ad spending could exceed $3 billion in 2008 election cycle. former massachusetts gov. mitt romney has spent the most on tv advertising so far among presidential contenders. interest groups have spent $ 6.2 million on tv ads for state and local ballot measures. $ 270 million has been spent on political and issue ads this year.
38	pratibha patil, 72, is india's first female president, official results show. she is the ruling coalition 's 72-year-old nominee for the mainly ceremonial post. supporters say patil's victory is a boost for the rights of millions of women in india. she was accused of missteps in her campaign, including trying to shield her brother in a murder inquiry.
39	 explorer dennis schmitt found an island near greenland two years ago. scientists say ice melt is evidence of global warming. many scientists say the earth is warming, but others say the phenomenon is caused by human activities.    some scientists say there is minimal evidence of ice melt and other signs of climate change.
40	international aid agencies say most of 103 children in chad are not sudanese orphans, they say. most of the children were living with their families before they were taken to france for adoption, agencies say. six members of zoe 's ark were arrested last week as they tried to put the children on a plane to chad for adoption. chadian authorities say the children are orphans from sudan; charity says they were orphans from a war-torn nation.
41	more than 100 homes in upscale san diego community evacuated after 60-yard-wide landslide on wednesday. the landslide collapsed a three-lane road beneath the hillside community of la jolla. officials had warned for two weeks that the ground was shifting beneath the road and homes. mayor declares a state of emergency for the area and calls for federal help.
42	third seed julia vakulenko to face comeback queen lindsay davenport in final at the bell challenge in quebec. ukrainian third seed will seek her first victory on the wta tour in her first final on sunday. former world no. 1 is seeking her second win in three tournaments since returning to the tour.
43	pakistani president pervez musharraf declares state of emergency, dismisses supreme court chief justice for second time. popular opposition leader imran khan placed under house arrest sunday. pakistani prime minister benazir bhutto arrives in pakistan after months in exile.    u.s. secretary of state Condoleezza rice condemns president's actions saturday.  president orders troops to take a television station's equipment, suspend constitution.
44	robert a. singer is chief operating officer of the national children 's museum. he is charged with distributing child pornography over the internet, authorities say. singer accused of sending images depicting child pornography to a 12-year-old girl and her mother. in reality he was communicating with an undercover detective posing as the girl's mother, prosecutors say. some of the pornographic images were sent from singer's computer at the museum, officials say.
45	orme , tennessee relies on water trucked in from the next state for three hours each evening. the mountain spring that supplies the town runs dry early in the summer. the southeastern united states is in the grip of a severe drought. volunteers haul 25,000 gallons of water from a hydrant in alabama each day.
46	chester arthur stiles charged with 23 felony counts in videotaped rape of a 2-year-old girl. stiles appears in court wednesday in las vegas, nevada. girl's mother says she will testify against stiles if the case goes to court. former girlfriend of stiles says she lived in fear after seeing photos from the videotape.
47	senators approve michael mukasey's nomination for attorney general by a 53-40 vote. nomination had been in jeopardy because of his views on waterboarding. waterboarding is a terror interrogation technique that u.s. and international law bans. a majority of americans consider waterboarding a form of torture, poll says.
48	crowd dragged body of an ethiopian soldier through the streets of somalia 's capital after gun battles with islamic insurgents. echo of 1993 battle in which bodies of u.s. troops were dragged through streets of mogadishu. witnesses say 19 people were killed in the clashes, including nine ethiopians. Ethiopian troops arrived in somalia in december 2006 to help somali government.
49	new: judge signs order to exhume body of drew peterson 's third wife, who was found drowned in a bathtub in 2004. stacy peterson, 23, has been missing from her suburban chicago home since october 28. her disappearance is now being treated as a potential homicide, authorities say. peterson's third wife's death was ruled an accident, but new evidence raises questions, state attorney says.
50	china suspends exports of aqua dots toys that contain chemical that converts into toxic date rape drug. some children who swallow the beads can become comatose or have seizures. u.s. safety officials voluntarily recalled 4.2 million of the toys wednesday. three children in australia have been hospitalized after swallowing the beads.
51	south african fast bowler dale steyn takes career-best five for 34 in first test against new zealand in johannesburg. south africa reach 179 for two in their second innings in first innings of first test. new Zealand bowled out for 118 in reply to south af Africa's 226 in reply. hashim amla and jacques kallis unbeaten on 159 as proteas stretch lead to 287. steyn's 5-34 is his fourth five-wicket haul in 14 tests for south african side against the kiwis.
52	new jordan policy allows all iraqi children to enroll in state-funded schools regardless of refugee status. more than 2.2 million iraqis have fled their homeland during the iraq war. the move is cementing a massive population shift in the middle east. iraq is the largest urban refugee situation in the world, charity says.
53	lazing in a hammock is one of the best ways to enjoy summer. the best way to catch fireflies is to catch them blinking to attract a mate.    a lifeguard says running on the beach can get you into shape.  the perfect way to tie espadrilles is to cross the ankle and then bring the foot forward.
54	u.s. wine geeks are discovering a growing number of web sites that demystify wine. wine sites appeal to a young, tech-savvy generation. wine is exploding in popularity in the u.s., especially among young people. wine -rrb- is a term used to refer to a new generation of wine enthusiasts.
55	tens of thousands of congolese refugees flee camps in democratic republic of congo as rebel troops attack government forces. u.n. refugee agency says it does not appear rebels targeted the camps, but some were looted. government accuses rwandan hutu rebels of attacking congo army outpost, but rebels deny allegation.
56	pink outsold gloss by $ 76 million last year. makeup artists share their favorite lipsticks for day and night. the most flattering shades for day are sheer plum and sheer cherry.    for day, stick with subdued shades in the morning and save the bold colors for night.
57	new jordan policy allows all iraqi children to enroll in state-funded schools regardless of refugee status. more than 2.2 million iraqis have fled their homeland during the iraq war. the move is cementing a massive population shift in the middle east. iraq is the largest urban refugee situation in the world, charity says.
58	death toll from cyclone sidr in bangladesh now at 3,114 and expected to rise. more than 280,000 people are still missing after the storm destroyed homes and villages. many families are burying loved ones in single graves as no male members are available to dig them. international aid organizations promise $ 25 million in aid for the impoverished nation. the cyclone has killed more than 3,000 and destroyed thousands of homes.
59	world champions italy clinch qualification for euro 2008 with 2-1 win in scotland to clinch qualification from group b. luca toni shoots italy in front but barry ferguson equalizes for the hosts in the second half. christian panucci heads an injury-time winner for italy after a controversial free-kick in hampden park. france and italy also qualify from euro 2008 group b after a 1-1 draw in Glasgow.
60	spam museum in minnesota features a scale model of a spam plant. the national museum of funeral history features a collection of fantasy coffins. the hobo museum in britt, iowa, details the history and culture of tramps. the barnum museum in bridgeport, Connecticut, features a miniature model of p.t. barnum.
61	katherine heigl says she likes simple hair and makeup. the actress says she loves everything new. she says she's the first triple-cover girl. heigl is nominated for an emmy for her role in grey 's anatomy. the star says she has a favorite look of the three and loves to shop for beauty products.
62	orange county officials are searching for driver of white truck seen on santiago canyon road on sunday. the truck was seen near the time the s Santiagoago fire started, authorities say. the vehicle is a white 1998 to 2004 ford f150 pickup with chrome tubular running boards. the fire was deliberately set, officials say. five people have been arrested in arson investigations in southern california this week.
63	u.s. military official says attacks down 75 percent in recent months in northeastern baghdad. concerned citizens have helped troops improve security in the area, official says.    iranian-backed shiite militants still pose a threat, military says. u.s., iraqi officials say they are seeing signs of reconciliation in the region.
64	interpol says photos show man sexually abusing underage boys in vietnam and cambodia. images have been on the internet for years, police say. man's face was disguised by digital alteration, but images were able to be digitally reconstructed. police say they have been unable to determine the man's identity.
65	six of seven students killed in house fire attended university of south carolina, university official says. seventh fatality believed to be a clemson university student, university vice president says. house fire kills seven students, injures six others in ocean isle beach, north carolina. the students were affiliated with sororities and fraternities, university says.
66	u.s. embassy in baku closes doors to the public monday after terror plot uncovered, officials say. azerbaijan says a radical islamic group had planned to target the embassy. several suspected members of the group were arrested in a weekend raid outside baku. britain also closes its embassy in the capital baku as a precaution.
67	these six creative types raised egotism to an art form with their self-confident egos. alfred hitchcock, ayn rand, frank wright, orson welles and frank lloyd wright are just a few of the names on the list.    each of the creative types believed they were better than everybody else.  the list includes a series of tantrums in the form of a letter to the public.
68	reuters is the world's largest international multimedia news agency. founded in october 1851 in london by paul julius reuter to transmit stock market quotations. reuters was first in europe with news of lincoln's assassination in 1865. the company now has over 16,900 staff in over 94 countries across the globe.
69	world number three novak djokovic crashes out of paris masters in the second round. serb beaten 6-3 6-2 by veteran frenchman fabrice santoro in paris on wednesday. rising british star andy murray wins his first match at the masters cup. ivo karlovic beats world number one roger federer in the first round of the paris event.
70	new: a 7-year-old girl shown in a sex video has been found and is safe, police say. chester arthur stiles , 37, is being sought as a suspect in the case. the girl was shown on a videotape being sexually assaulted in las vegas four years ago. she was found with her family in nevada and is in good condition, a sheriff says. the man in the video is a friend of the girl's family and a former animal trainer.
71	ac milan's brazilian midfielder kaka named european player of the year. kaka wins france football's ballon d'or award. the 25-year-old was a major factor in ac milan 's champions league campaign. manchester united's cristiano ronaldo is runner-up in france.
72	six university of south carolina students and a clemson university student died in north carolina house fire. owner of house says his 18-year-old daughter survived the fire but is in stable condition.    fire officials do not believe foul play was involved in the blaze.
73	bpa is an international health and care company with bases on three continents. bupa has more than eight million customers in the uk and more than 180 countries. the company began as the united provident association in 1947 to preserve freedom of choice in health care. uk care homes offer specialist care to the elderly and the mentally ill.
74	john lewis partnership started as a single shop in oxford street in london in 1864. the partnership now employs 67,100 people and owns supermarkets and department stores. every partner receives a fixed percentage of their annual wage. the company's consolidated revenue was $ 11.4 billion in 2007.
75	ruben navarrette jr. says some opponents of immigration fear changes in local culture. he says the fear is that immigrants are changing the dominant culture in towns. he argues that the perception is that the country is becoming more hispanic and hispanic.   he says nativists are in a culture war with immigrants, even the legal kind.
76	qualcomm was founded in 1985 by seven communications industry veterans. the company's patent portfolio includes approximately 6,100 united states patents. more than 130 telecommunications equipment manufacturers worldwide have licensed qualcomm's patents. qualcomm is a member of the s&p 500 index and fortune 500.
77	chief of mi5 says at least 2,000 people in britain pose a threat to country's security. jonathan evans says children as young as 15 are becoming involved in terrorist-related activity. he says 200 terrorist convictions in the uk since september 11 attacks. mi5 chief says al qaeda-inspired terrorism is increasingly inspired by other countries.
78	serie a leaders inter milan draw 1-1 at juventus to remain unbeaten in the league on sunday. mauro camoranesi scores with 13 minutes left to earn juventus a late equaliser at home. the result means inter remain two points clear at the top of the serie a table. roma throw away a two-goal lead to draw 2-2 at empoli to maintain unbeaten start to the season.
79	sheikh mohammed bin isa al khalifa is chief executive of the economic development board of the kingdom of bahrain. he is concerned the nuclear dispute with iran is deterring potential investors in the region. he says the kingdom is pushing for economic reforms to reduce its dependence on oil. mme speaks to her about the sheikh's role in boosting growth in the kingdom.
80	finland police say 18-year-old gunman shot eight people at his high school in southern finland. police say he killed himself and took his own life. the shooting appeared to have been planned out in graphic videos posted on youtube.    the gunman posted a manifesto online demanding war on the "weak-minded masses"   police say the shooter, pekka eric auvinen, acted alone.
81	lewis hamilton spins out of chinese grand prix to end world title race in shanghai. rookie's championship lead cut to four points after ferrari's kimi raikkonen wins final race of the season. mclaren team-mate fernando alonso finishes second to cut championship gap to seven points. the final race will take place in brazil on october 21 to decide world champion.
82	barcelona beat atletico madrid 3-0 in primera liga to stay in touch with leaders real madrid. lionel messi scores for sixth game in a row as barcelona defeat big-spending rivals in Madrid. real stay two points clear at the top of the table after beating recreativo huleva 2-0.
83	david trezeguet omitted from france squad for friendly against morocco and euro 2008 qualifier against the ukraine. raymond domenech again omits juventus striker from his 24-man squad. lyon forward hatem ben arfa again included in the squad. captain patrick vieira is ruled out of the squad through injury.
84	 polygamist sect leader warren jeffs tried to hang himself in jail awaiting trial in january, court documents say. documents unsealed by a utah judge on tuesday in response to media request. jeff's was convicted in september of being an accomplice to rape; he is now awaiting sentencing. documents say he confessed to immorality with a sister and a daughter more than 30 years ago.
85	one australian soldier, three civilians and taliban militants killed in fighting in southern afghanistan. incident occurred in tarin kowt in uruzgan province where a taliban commando was killed. incident is the fourth death of a solider for australia in the afghan conflict.
86	new: group al qaeda islamic maghreb claims responsibility for two blasts in algiers. two suspected car bombs strike algeria 's constitutional council and supreme court within 10 minutes of each other. at least 76 people killed in the two blasts, according to hospital sources. u.n. secretary-general calls the attacks "cowardly" in a strongly worded statement.
87	cnn will host three boardroom master classes looking at modern strategies in the business world. the first of the events will be held in shanghai on november 10 and 11. starbucks chairman howard schultz will be a guest at the first master class. schultz is chairman of the international coffee chain starbucks.
88	f1 teams prepare for the japan grand prix at the fuji speedway in japan with computer simulation. the circuit has not seen an f1 race since 1977 and is yet to be used by a team. the new circuit was designed using computer-aided design to predict the optimum race set-up. fuji's circuit was the setting for the 1982 arcade game pole position at a japanese race.    the circuit's design was based on a series of computer simulations of the circuit.
89	president bush vetoes $ 600 billion spending bill. bush says bill laden with $ 10 billion in pork. bill would have funded departments of labor, education, health and human services. bush accuses democratic leaders of wasting money and plotting tax increases. bill includes $ 450 billion in mandatory spending for medicare and medicaid.
90	celtic have been fined $ 50,800 by uefa and ac milan 's dida banned for two matches after incident in champions league match. a pitch-invading supporter approaches milan goalkeeper dida in glasgow last week. the brazilian goalkeeper has been suspended for two games after the incident. a fan ran onto the field in the 90th minute and made contact with dida.
91	u.s. first lady laura bush says junta should step aside to make way for a democratic myanmar. she calls on junta to release opposition leaders so they can plan for transition to democracy. u.n. secretary-general's special envoy to myanmar has met with junta leaders, she says. bush writes a rare foreign policy commentary in wall street journal.
92	 republican presidential candidates trade jabs at each other in cnn/ youtube presidential debate wednesday. candidates spar over iraq war, abortion, gun control, the bible and illegal immigration. candidates trade barbs over illegal immigration, iraq, the war and the bible.    a retired general who is gay denies he was connected to the clinton campaign.
93	colorado man says he was terrorized after testifying against daughter's boyfriend in domestic abuse case. witness says the state did nothing to protect him after the conviction. witness intimidation is a major problem in the state of colorado. the witness protection program in colorado is a "joke," a witness protection advocate says.
94	three university of texas students reported missing early sunday after trip into airman 's cave in austin, texas. two women and one man found about halfway down 12,000-foot-long cave complex. cave has few spaces big enough for adult to stand upright, austin fire spokesman says.
95	white house accuses democrats of holding veterans care funding hostage. white house press secretary says president wants clean bill to fund veterans programs. democrats attached legislation funding veterans programs to a larger spending bill. president has threatened to veto the bill because of added spending on domestic priorities. the democrats could still send a separate bill to the president, white house says.
96	retired coalition commander ricardo sanchez called iraq war a "nightmare with no end in sight" on friday. sanchez says Bush administration, state department, congress all share blame. republican senator says sanchez should have spoken out before he retired. u.s. ambassador to iraq says the war is getting under control.
97	france lock sebastien chabal cited for dangerous tackle on england 's simon shaw during world cup semifinal in paris. sale sharks forward will face a disciplinary hearing on monday. england star kicker jonny wilkinson again has problems with match balls during the semifinal.
98	u.s. general says iraqi detainees get free medical care, food, water, educational opportunities. gen. doug stone says 25,000 detainees in iraq are mostly sunnis. sunnis make up 83 percent of detainees held at two u.s.-run detention centers. none of the detainees have broken a pledge not to return to the insurgency, he says.
99	newly unseen footage of princess diana shown to the jury at the inquest into her death. footage shows her smiling as she and dodi fayed step into an elevator at the ritz hotel in paris hours before she was killed in a car crash.    the footage shows fayed visiting a jeweler 's shop hours before the crash. earlier a coroner said it may never be known whether diana was pregnant when she died in the paris car crash in 1997.
100	four people killed, 14 hospitalized after explosion at chemical plant in jacksonville, florida. blast at t2 lab manufactures ecotane, a gasoline additive, company says. thick plume of black smoke seen from downtown jacksonvile, officials say. fire department spokesman says the blast is a "hellish inferno"
101	tennessee supreme court refuses to overturn ruling allowing mary winkler visitation with her daughters. parents of slain minister matthew winkler's parents had asked court to intervene. winkler convicted of manslaughter in the shotgun death of her minister husband earlier this year. she was granted visitation with the couple's three daughters in september. the children have been living with their grandparents since their mother was arrested.
102	geo-tv and ary digital transmit from dubai in united arab emirates. pakistani president pervez musharraf has been under pressure to lift a state of emergency. both networks had been banned from pakistan 's cable television system since november 3.
103	churchgoers in six states have held prayer sessions along the side of interstate 35. i-35 runs through six u.s. states and is mentioned in the bible in isaiah chapter 35. some believers believe the highway is the highway of holiness. cnn goes to texas to see a prayer campaign called " light the highway ''
104	forty-two people have been put to death this year, down 57 percent from 1999. new jersey banned executions a day after becoming first state in 42 years to do so. supreme court to hold oral arguments january 7 about constitutionality of lethal injection protocols. 86 percent of executions this year were in the south, with texas leading the nation.
105	venezuelan president hugo chavez is trying to make venezuelans cut back on drinking and smoking. the venezuelan government is raising taxes on alcohol and cigarettes. alcohol is now 10 percent more expensive; cigarettes are 20 percent pricier. stores near schools, churches and cultural centers will not be granted licenses to sell alcohol.
106	nasser al ansari is the ceo of qatari diar, a state-owned real estate investment company. the company is famous for its purchase of london 's chelsea barracks and is valued at $1 billion. qatari dar is investing in poorer countries in the region and has 18 projects underway. john defterios joins mme to talk about the company's vision for qatar.
107	two-thirds of adult americans are overweight or obese. former president clinton says obesity is the no. 1 health crisis in the united states. cnn hosted first fit nation summit to explore solutions to the obesity crisis. panel of experts addressed proposed solutions to obesity at the summit.
108	india's yuvraj singh smashes six successive sixes in one over as england crash out of cricket's world twenty20 tournament in south africa. england lose by 18 runs to india in super eights match in durban after south af Africa beat new zealand by six wickets. singh hits fastest 50 in twenty20 history as he smashes sixth successive six in 19th over for india. the left-hander becomes the fourth player to do so in senior cricket and the fastest in the tournament's history.
109	u.s. military does not have a policy to deal with potential deportation of family members of active duty military members. one man says his wife faces deportation to guatemala while he is deployed overseas. his wife came to the united states as a child and was granted political asylum. immigration officials say military spouses should not be deported while serving overseas.
110	zenit saint petersburg clinch first russian premier league title in post-soviet union era with 1-0 victory at ramenskoye. zenit finish top of the table with 61 points, two points ahead of second-placed spartak moscow. nine-times champions clinch first title since 1984 with victory at dynamo on sunday.
111	high museum of art in atlanta opens second year of louvre-fueled shows from paris, france. "inspiring impressionism '' is an exhibition about influences on the impressionists. the show opens tuesday at the high and travels to denver and seattle this fall. the exhibition is part of a three-year series of shows about the influence of the louvre on modern art.
112	chester arthur stiles will make his initial appearance in court friday, a court official says. stiles was arrested monday in connection with the videotaped rape of a toddler in las vegas, nevada. a former girlfriend of stiles says she lived in fear after seeing photos of the suspect in the video. the girl in the videotape was younger than 3 when she was raped, her mother says.
113	scottish premier league leaders celtic held 1-1 by managerless hibernian on saturday in saturday's premier league match.    hibernian's manager john collins resigned on thursday citing a lack of financial backing. third-placed motherwell lose 3-0 at home to bottom club gretna in scottish top six. inverness caledonian thistle shock 1-0 winners over managerless hibs in the other game.
114	sen. hillary clinton calls president bush's plan to withdraw 30,000 troops from iraq too little, too late. sen. barack obama presents new plan for iraq, calls for immediate withdrawal of combat troops. presidential candidate john edwards calls for withdrawal of 40,000 to 50,000 soldiers. bush expected to endorse petraeus' recommendation to reduce troops in iraq to 130,000 by july.
115	juan roman riquelme scores twice as argentina beat bolivia 3-0 in south american qualifiers for 2010 world cup. 19-year-old scores his first goal at international level in third successive win for argentine. riqualme follows up brace of free-kicks in opening 2-0 win against chile with double against bolivia.
116	dems appear to be wavering on resolution calling turkey's treatment of armenians genocide. turkey has threatened to block access to incirlik air base in southern turkey. base is a major resupply center for u.s. operations in iraq and asia. pentagon preparing to set up new supply routes for iraq troops if turkey cuts off access. turkey calls the killing of armens by turks in world war i genocide.
117	u.n. report says opium accounts for more than half of afghanistan's gross domestic product. export value of this year's poppy harvest is $ 4 billion, a 29 per cent increase over 2006. 660 tons of heroin and morphine were trafficked out of the country in 2007, report says. u.N. urges nato to do more to stop the afghan opium trade.
118	heavy rains, flooding in southern mexico state of tabasco force hundreds of thousands from homes. about 700,000 people have been evacuated, 300,000 are still trapped, officials say. worst flooding in the region for 50 years, one death blamed on the flooding. grijalva river pushes over its banks in the state capital of villahermosa.
119	david nalbandian stuns world no. 1 roger federer in the final of the madrid masters in spain. argentine repeats his 2005 upset win over the swiss star in the masters cup final. the 25-year-old beats the world's top-three players in straight sets in final on sunday.
120	reggae legend lucky dube was killed in an attempted car-jacking in johannesburg, south africa. dube, 43, was shot and killed after someone tried to steal his car, his record label says. he was killed as he dropped his children off at a relative's house, the company says. the reggae star was much loved by his fellow south africans. his death casts a shadow over the rugby world cup final in paris this weekend.
121	ac milan goalkeeper dida cleared to play in champions league match against shakhtar donetsk after appeal to uefa. brazilian dida has one game of his two-match ban suspended for one year following appeal. dida was initially banned for two matches after incident involving a supporter during champions match against celtic.
122	manchester united travel to champions league champions league tie away to dynamo kiev on tuesday. serbian defender nemanja vidic set to play after returning from concussion injury. french striker louis saha misses the tie with a long-term knee problem.    dynamo warmed up for the match with a 1-0 win over ukrainian champions kiev.
123	polish nobles introduced pointed-toe shoes to england in the 1300s. the sports bra was invented in 1977 by a jock-strapped student.    the first person known to have pierced ears was a sumerian woman in 2500 b.c.  lilly pulitzer's colorful printed dresses were the inspiration for the polka dot bikini.
